Performing real default function...
Caught an exception executing update: java.sql.SQLException: Table 'finance.QQQ_DIV' doesn't exist
1,ADBE,AAPL,0.09725443592593516
1,ADI,AAPL,0.6521075500799156
1,ADI,ADBE,0.17566638800994555
1,ADP,AAPL,0.55046261443682
1,ADP,ADBE,-0.2676066502109842
1,ADP,ADI,0.4326064336118615
1,ADSK,AAPL,0.5578965230705758
1,ADSK,ADBE,0.28511768923075126
1,ADSK,ADI,0.4320435084315449
1,ADSK,ADP,0.18160355129672928
1,AKAM,AAPL,0.7591091360372975
1,AKAM,ADBE,0.009105276131416961
1,AKAM,ADI,0.5086543812177154
1,AKAM,ADP,0.5890338706894545
1,AKAM,ADSK,0.5598233060002863
1,ALTR,AAPL,0.5478861334597669
1,ALTR,ADBE,-0.16360895079233645
1,ALTR,ADI,0.7086679018389346
1,ALTR,ADP,0.5741795823624866
1,ALTR,ADSK,0.43238280063562173
1,ALTR,AKAM,0.5917862532711576
1,ALXN,AAPL,0.6922422258859966
1,ALXN,ADBE,0.06230002192200883
1,ALXN,ADI,0.527785367041203
1,ALXN,ADP,0.49091298229048386
1,ALXN,ADSK,0.43590000629781434
1,ALXN,AKAM,0.6275859677632744
1,ALXN,ALTR,0.4627410459655182
1,AMAT,AAPL,0.7485451610871403
1,AMAT,ADBE,0.15177959734793994
1,AMAT,ADI,0.7414063798630631
1,AMAT,ADP,0.47176837868500343
1,AMAT,ADSK,0.4045953560752154
1,AMAT,AKAM,0.5534103094145952
1,AMAT,ALTR,0.6074869645476357
1,AMAT,ALXN,0.48427385334428374
1,AMGN,AAPL,0.42842383791874383
1,AMGN,ADBE,0.22186598469749713
1,AMGN,ADI,0.46186405676167164
1,AMGN,ADP,0.46580856514133256
1,AMGN,ADSK,0.33779216994503153
1,AMGN,AKAM,0.41237206437211665
1,AMGN,ALTR,0.38986120642843364
1,AMGN,ALXN,0.7311046562136735
1,AMGN,AMAT,0.4474454940666869
1,AMZN,AAPL,0.5266453661528955
1,AMZN,ADBE,0.23234679352028859
1,AMZN,ADI,0.17380176000287614
1,AMZN,ADP,0.1337448474526345
1,AMZN,ADSK,0.44217828066945747
1,AMZN,AKAM,0.635786363755465
1,AMZN,ALTR,0.3009209842552667
1,AMZN,ALXN,0.5093210439924933
1,AMZN,AMAT,0.1342123482356895
1,AMZN,AMGN,0.10341991168915068
1,ATVI,AAPL,0.7037973013993324
1,ATVI,ADBE,-0.0491917655846244
1,ATVI,ADI,0.5306122772352363
1,ATVI,ADP,0.33990676049428326
1,ATVI,ADSK,0.5113010114948757
1,ATVI,AKAM,0.7655979171537874
1,ATVI,ALTR,0.4245222580584952
1,ATVI,ALXN,0.5548512830652161
1,ATVI,AMAT,0.5305580076909375
1,ATVI,AMGN,0.11880471232666098
1,ATVI,AMZN,0.5116834314306562
1,AVGO,AAPL,0.6030070655445062
1,AVGO,ADBE,0.036348266045190716
1,AVGO,ADI,0.5610991990169288
1,AVGO,ADP,0.35286980152766273
1,AVGO,ADSK,0.3032189149643236
1,AVGO,AKAM,0.6664399469173518
1,AVGO,ALTR,0.40272394168861736
1,AVGO,ALXN,0.4391262552353453
1,AVGO,AMAT,0.49932432408317917
1,AVGO,AMGN,0.1438402425815101
1,AVGO,AMZN,0.3126930653923514
1,AVGO,ATVI,0.659702163977089
1,BBBY,AAPL,0.4070382345585294
1,BBBY,ADBE,0.15154164438574166
1,BBBY,ADI,0.0755377731555778
1,BBBY,ADP,0.3775655745123636
1,BBBY,ADSK,0.08173302059208923
1,BBBY,AKAM,0.3692036487491768
1,BBBY,ALTR,0.2865643576063721
1,BBBY,ALXN,0.32912974952332463
1,BBBY,AMAT,0.24161535144998733
1,BBBY,AMGN,0.12494902054533233
1,BBBY,AMZN,0.46529722233451487
1,BBBY,ATVI,0.23012158749451256
1,BBBY,AVGO,0.03538241121792054
Caught an exception executing update: java.sql.SQLException: Table 'finance.BIDU_DIV' doesn't exist
1,BIDU,AAPL,0.6848874947036964
1,BIDU,ADBE,0.308785647917911
1,BIDU,ADI,0.4774337581746682
1,BIDU,ADP,0.21686323575930633
1,BIDU,ADSK,0.798911153409682
1,BIDU,AKAM,0.7401602179207775
1,BIDU,ALTR,0.44537805909089423
1,BIDU,ALXN,0.5490280369465985
1,BIDU,AMAT,0.451894300861015
1,BIDU,AMGN,0.40631883799989044
1,BIDU,AMZN,0.6739101105671732
1,BIDU,ATVI,0.6065648562441077
1,BIDU,AVGO,0.41495953455687873
1,BIDU,BBBY,0.16413099577430867
1,BIIB,AAPL,0.5054818317041583
1,BIIB,ADBE,0.19347551205891217
1,BIIB,ADI,0.3811417716598434
1,BIIB,ADP,0.15922198012676567
1,BIIB,ADSK,0.565834856735024
1,BIIB,AKAM,0.31698861073411
1,BIIB,ALTR,0.19677143343295442
1,BIIB,ALXN,0.6882768794526226
1,BIIB,AMAT,0.358299932106161
1,BIIB,AMGN,0.5389661661355034
1,BIIB,AMZN,0.14205619495751778
1,BIIB,ATVI,0.40403511695070116
1,BIIB,AVGO,0.19618961317970446
1,BIIB,BBBY,0.22121116094409404
1,BIIB,BIDU,0.345686088122542
1,BRCM,AAPL,0.4562487087540628
1,BRCM,ADBE,-0.40478914074366684
1,BRCM,ADI,0.5570889690026565
1,BRCM,ADP,0.5955412054151132
1,BRCM,ADSK,0.30578736316395955
1,BRCM,AKAM,0.5945025904471904
1,BRCM,ALTR,0.7105376733454761
1,BRCM,ALXN,0.38761018688226945
1,BRCM,AMAT,0.36345894771836773
1,BRCM,AMGN,0.3023367316869173
1,BRCM,AMZN,0.1422088129906485
1,BRCM,ATVI,0.6034775425667744
1,BRCM,AVGO,0.3688083082101184
1,BRCM,BBBY,0.19980541800398435
1,BRCM,BIDU,0.31939950739725986
1,BRCM,BIIB,0.20035963985381694
1,CA,AAPL,0.7566563462205255
1,CA,ADBE,0.1500879399454761
1,CA,ADI,0.4608805935946808
1,CA,ADP,0.4637858929637474
1,CA,ADSK,0.7895573883763235
1,CA,AKAM,0.6459454162815627
1,CA,ALTR,0.4520813579815659
1,CA,ALXN,0.7203412759710391
1,CA,AMAT,0.5613510043276637
1,CA,AMGN,0.5745758783227833
1,CA,AMZN,0.47080334060789325
1,CA,ATVI,0.5869380342945627
1,CA,AVGO,0.24106854144571893
1,CA,BBBY,0.4534244016323222
1,CA,BIDU,0.7012666037678209
1,CA,BIIB,0.7300196147920904
1,CA,BRCM,0.3872908935903199
1,CELG,AAPL,0.5217071100653259
1,CELG,ADBE,0.08117799999562982
1,CELG,ADI,0.3285286542684739
1,CELG,ADP,0.5282517919883517
1,CELG,ADSK,0.3795652018575607
1,CELG,AKAM,0.44631387557872493
1,CELG,ALTR,0.43306126190609123
1,CELG,ALXN,0.7801187936864297
1,CELG,AMAT,0.24999169294757434
1,CELG,AMGN,0.8271966136837893
1,CELG,AMZN,0.360682990858722
1,CELG,ATVI,0.20528276927209443
1,CELG,AVGO,0.16947658261337378
1,CELG,BBBY,0.2593821617142985
1,CELG,BIDU,0.44598044947097126
1,CELG,BIIB,0.5112566889144312
1,CELG,BRCM,0.30690812718481847
1,CELG,CA,0.6484928575566541
1,CERN,AAPL,0.6496262697677313
1,CERN,ADBE,-0.2021620240128911
1,CERN,ADI,0.5138906688324132
1,CERN,ADP,0.7857887215643707
1,CERN,ADSK,0.42146199907289816
1,CERN,AKAM,0.7173542519131314
1,CERN,ALTR,0.6456383970080619
1,CERN,ALXN,0.7293328837450911
1,CERN,AMAT,0.48326270739615185
1,CERN,AMGN,0.6626678557137864
1,CERN,AMZN,0.4131795558420627
1,CERN,ATVI,0.4286727212004364
1,CERN,AVGO,0.3175426926885544
1,CERN,BBBY,0.45809416426188854
1,CERN,BIDU,0.5175990255942573
1,CERN,BIIB,0.3747052880370935
1,CERN,BRCM,0.604895637893933
1,CERN,CA,0.7345593103433707
1,CERN,CELG,0.7110571360070602
Caught an exception executing update: java.sql.SQLException: Table 'finance.CHKP_DIV' doesn't exist
1,CHKP,AAPL,0.6727169494741807
1,CHKP,ADBE,-0.05948131894218321
1,CHKP,ADI,0.44113243057428686
1,CHKP,ADP,0.6399293822907112
1,CHKP,ADSK,0.6000515227665375
1,CHKP,AKAM,0.7420408460238107
1,CHKP,ALTR,0.5862284246114028
1,CHKP,ALXN,0.6073962288648586
1,CHKP,AMAT,0.364312028143904
1,CHKP,AMGN,0.5047950252725735
1,CHKP,AMZN,0.4845460720734144
1,CHKP,ATVI,0.5905325512662951
1,CHKP,AVGO,0.3486213418151862
1,CHKP,BBBY,0.30347201593808537
1,CHKP,BIDU,0.68309681158926
1,CHKP,BIIB,0.46004408410574565
1,CHKP,BRCM,0.6639390669918308
1,CHKP,CA,0.6849092034207723
1,CHKP,CELG,0.6245509629870236
1,CHKP,CERN,0.7201476581852813
1,CHRW,AAPL,0.4510470097127933
1,CHRW,ADBE,0.09216405799980029
1,CHRW,ADI,0.3589689330234759
1,CHRW,ADP,0.1314814752658307
1,CHRW,ADSK,0.625783296198553
1,CHRW,AKAM,0.6242021934553629
1,CHRW,ALTR,0.3694930197003227
1,CHRW,ALXN,0.548882893547034
1,CHRW,AMAT,0.4216029618283013
1,CHRW,AMGN,0.47089413005813546
1,CHRW,AMZN,0.28634804705202016
1,CHRW,ATVI,0.5971578906826316
1,CHRW,AVGO,0.30353523401862026
1,CHRW,BBBY,0.1721427141894319
1,CHRW,BIDU,0.6019287717970603
1,CHRW,BIIB,0.5991846756333914
1,CHRW,BRCM,0.39368545957707296
1,CHRW,CA,0.6984038042008629
1,CHRW,CELG,0.3740597544489242
1,CHRW,CERN,0.47485544752169745
1,CHRW,CHKP,0.41986221319902245
1,CHTR,AAPL,0.37641752676899143
1,CHTR,ADBE,0.11462630821299787
1,CHTR,ADI,0.13632137901738073
1,CHTR,ADP,0.23968983175755193
1,CHTR,ADSK,0.2653689098303449
1,CHTR,AKAM,0.46294952563067115
1,CHTR,ALTR,0.2894614428699077
1,CHTR,ALXN,0.4119011257536106
1,CHTR,AMAT,0.3570901044086456
1,CHTR,AMGN,0.36591481871755044
1,CHTR,AMZN,0.4778673001898559
1,CHTR,ATVI,0.4408348150323157
1,CHTR,AVGO,0.021480048626341747
1,CHTR,BBBY,0.24484260549013367
1,CHTR,BIDU,0.394148352255148
1,CHTR,BIIB,0.15441345228947662
1,CHTR,BRCM,0.23360013957404974
1,CHTR,CA,0.4704891987678093
1,CHTR,CELG,0.47038490723335713
1,CHTR,CERN,0.31135897210449337
1,CHTR,CHKP,0.3550875735706688
1,CHTR,CHRW,0.35790782117986
1,CMCSA,AAPL,0.4583238138998743
1,CMCSA,ADBE,0.03611475880874113
1,CMCSA,ADI,0.22965711602393069
1,CMCSA,ADP,0.30678802668356514
1,CMCSA,ADSK,0.21387735398106908
1,CMCSA,AKAM,0.441590684054
1,CMCSA,ALTR,0.2552721311310482
1,CMCSA,ALXN,0.5572901939740167
1,CMCSA,AMAT,0.3474175963690986
1,CMCSA,AMGN,0.4527481831874057
1,CMCSA,AMZN,0.30412211482513485
1,CMCSA,ATVI,0.5136636806097942
1,CMCSA,AVGO,0.04144342487648352
1,CMCSA,BBBY,0.24929963996586482
1,CMCSA,BIDU,0.3785844278351208
1,CMCSA,BIIB,0.3966618070442878
1,CMCSA,BRCM,0.28489065131304275
1,CMCSA,CA,0.5561357654642896
1,CMCSA,CELG,0.5672696676392999
1,CMCSA,CERN,0.38771090117839735
1,CMCSA,CHKP,0.3994763109174622
1,CMCSA,CHRW,0.5872735286121383
1,CMCSA,CHTR,0.7777174715454622
1,COST,AAPL,0.6164926246412291
1,COST,ADBE,-0.2379109303172125
1,COST,ADI,0.5045816162995803
1,COST,ADP,0.8091277029768011
1,COST,ADSK,0.4413409387271707
1,COST,AKAM,0.7478317679655134
1,COST,ALTR,0.6519258226555754
1,COST,ALXN,0.7432331473258869
1,COST,AMAT,0.4846952682304318
1,COST,AMGN,0.5528858592950421
1,COST,AMZN,0.4552106315205758
1,COST,ATVI,0.506565515041221
1,COST,AVGO,0.44346705232918815
1,COST,BBBY,0.3462901958048862
1,COST,BIDU,0.4938305050875374
1,COST,BIIB,0.3591321331394867
1,COST,BRCM,0.57255239139968
1,COST,CA,0.6650497782187107
1,COST,CELG,0.6093514818351393
1,COST,CERN,0.917751782484339
1,COST,CHKP,0.7059898289033371
1,COST,CHRW,0.46494334141801497
1,COST,CHTR,0.29591318745799783
1,COST,CMCSA,0.3564882755700101
1,CSCO,AAPL,0.015952829845756612
1,CSCO,ADBE,0.14387841729227832
1,CSCO,ADI,0.10390390686520527
1,CSCO,ADP,-0.23012620505488232
1,CSCO,ADSK,0.2900875456626263
1,CSCO,AKAM,0.09204410632433227
1,CSCO,ALTR,-0.21003698621797398
1,CSCO,ALXN,-0.026033994979634222
1,CSCO,AMAT,0.01560434459676302
1,CSCO,AMGN,0.0556779611193549
1,CSCO,AMZN,0.005278693661173816
1,CSCO,ATVI,0.29764994863010985
1,CSCO,AVGO,-0.034482302212800506
1,CSCO,BBBY,-0.1992397579491041
1,CSCO,BIDU,0.07515296033903505
1,CSCO,BIIB,0.24424230929572585
1,CSCO,BRCM,0.16440323788259414
1,CSCO,CA,0.2425509053680189
1,CSCO,CELG,-0.0808658115436634
1,CSCO,CERN,-0.046599030882471436
