Will perform data parse...
UAB,22
AR Pine Bluff,-105
Charleston S.,-154
Bradley,230
Florida St.,227
Chicago St.,-137
Wis. Green Bay,47
Monmouth,-109
Florida A&amp;M,19
Southern Utah,-26
Howard,-261
N.C. State,89
Winston-Salem,-198
Arizona,297
Denver,-352
William &amp; Mary,-18
Montana,-15
Southern Miss,122
Texas Tech,225
Bucknell,172
Virginia Military,-81
Niagara,139
Florida Intl.,-77
Wisconsin,419
