Will perform data parse...
Charleston S.,191
Bradley,168
Florida St.,329
Chicago St.,40
Wis. Green Bay,193
Monmouth,99
Florida A&amp;M,172
Southern Utah,114
Howard,72
N.C. State,202
Winston-Salem,0
Arizona,456
Denver,186
William &amp; Mary,145
Montana,287
Southern Miss,316
Texas Tech,189
Bucknell,356
Virginia Military,175
Niagara,115
Florida Intl.,113
Wisconsin,413
