Will perform data parse...
Florida A&amp;M,159
Southern Utah,139
Howard,87
N.C. State,251
Winston-Salem,128
Arizona,323
Denver,144
William &amp; Mary,254
Montana,186
Southern Miss,267
Texas Tech,264
Bucknell,202
Virginia Military,163
Niagara,273
Florida Intl.,121
Wisconsin,494
